,ACCIDENT_NO,LONGITUDE,LATITUDE,LGA_NAME,ROAD,RADIUS,NUMBER OF ACCIDENTS
3473,T20160026739,144.77799,-37.43342,MACEDON RANGES,BOLINDA-DARRAWEIT ROAD,0.0 km,1
3474,T20160026744,142.59691,-36.9637,NORTHERN GRAMPIANS,WESTERN HIGHWAY,0.0 km,1
3475,T20160025906,146.12524,-38.24147,BAW BAW,SUNNY CREEK ROAD,0.0 km,1
3476,T20160025911,142.41678000000002,-36.81193,HORSHAM,HORSHAM-WAL WAL ROAD,0.0 km,1
3477,T20170015835,142.26502,-37.663059999999994,SOUTHERN GRAMPIANS,GLENELG HIGHWAY,0.5050491245142807 km,2
3478,T20160026770,147.98538,-37.50484,EAST GIPPSLAND,MT ELIZABETH JEEP TRACK,0.0 km,1
3479,T20160026771,143.43839,-38.5247,COLAC OTWAY,BUNKER HILL TRACK,0.0 km,1
3480,T20180008789,145.98359,-38.37226,SOUTH GIPPSLAND,CANAVANS ROAD,0.6028575163281408 km,2
3481,T20160025579,144.80438,-37.46045,MACEDON RANGES,HEATHS LANE,0.0 km,1
3482,T20160025591,143.08316000000002,-36.29992,BULOKE,BORUNG HIGHWAY,0.0 km,1
3483,T20160025959,145.87839,-36.19838,MOIRA,DEVENISH ROAD,0.0 km,1
3484,T20180002395,144.00287,-37.75352,MOORABOOL,MIDLAND HIGHWAY,0.4547187282952552 km,2
3485,T20160025977,147.1799,-36.0639,TOWONG,MURRAY RIVER ROAD,0.0 km,1
3486,T20160026401,144.44412,-37.14927,MOUNT ALEXANDER,KYNETON-METCALFE ROAD,0.645636601348184 km,2
3487,T20160025629,142.15429,-34.330290000000005,MILDURA,MILLEWA ROAD,0.0 km,1
3488,T20160026020,145.1786,-37.03798,MITCHELL,KOBYBOYN ROAD,0.0 km,1
3489,T20160026852,144.04503,-37.85287,GOLDEN PLAINS,MEREDITH-MT MERCER ROAD,0.0 km,1
3490,T20160026854,145.57656,-37.26402,MURRINDINDI,MCDONALD BREAK,0.0 km,1
3491,T20160025667,145.13196000000002,-36.35775,SHEPPARTON,BYRNESIDE-KYABRAM ROAD,0.0 km,1
3492,T20160026057,144.69982,-38.15896,GEELONG,HARVEY ROAD,0.0 km,1
3493,T20180005655,143.58185,-38.46176,COLAC OTWAY,COLAC-LAVERS HILL ROAD,0.2012751241127343 km,3
3494,T20160026474,144.67397,-37.103229999999996,MITCHELL,HEATHCOTE-EAST BAYNTON ROAD,0.0 km,1
3495,T20180014187,144.89895,-36.19081,CAMPASPE,MURRAY VALLEY HIGHWAY,0.6196544278282744 km,2
3496,T20160026894,147.76682,-35.96593,TOWONG,MURRAY RIVER ROAD,0.0 km,1
3497,T20160026085,143.74972,-37.02454,CENTRAL GOLDFIELDS,PARK ROAD,0.0 km,1
3498,T20160023125,143.58262,-36.96356,CENTRAL GOLDFIELDS,DUNOLLY-AVOCA ROAD,0.0 km,1
3499,T20160023134,144.02772,-38.020579999999995,GOLDEN PLAINS,MARRABAH CRESCENT,0.5498541298560758 km,2
3500,T20160023939,148.03013,-37.689820000000005,EAST GIPPSLAND,BRUTHEN-NOWA NOWA ROAD,0.0 km,1
3501,T20160023150,142.18448,-36.86285,HORSHAM,NIXONS ROAD,0.0 km,1
3502,T20160025013,143.97123,-37.40977,HEPBURN,MIDLAND HIGHWAY,0.312932930322485 km,2
3503,T20160022741,141.70363,-38.24573,GLENELG,WALDERS ROAD,0.0 km,1
3504,T20160023186,144.41167,-36.87005,BENDIGO,ABBOTTS ROAD,0.23128847668195884 km,2
3505,T20160024467,145.11937,-36.8465,STRATHBOGIE,MITCHELLSTOWN ROAD,0.7062270762969124 km,2
3506,T20160023598,147.21919,-36.14398,TOWONG,PLATEAU ROAD,0.0 km,1
3507,T20160022407,142.1724,-37.96945,MOYNE,GERRIGERRUP ROAD,0.0 km,1
3508,T20160022809,143.58432,-36.69963,LODDON,WIMMERA HIGHWAY,0.0 km,1
3509,T20160022818,144.14055,-36.54552,LODDON,BRIDGEWATER-RAYWOOD ROAD,0.0 km,2
3510,T20160023667,141.98524,-34.15848,MILDURA,OLD MAIL ROAD,0.0 km,1
3511,T20160023677,143.47132,-36.2126,BULOKE,ODONNELLS ROAD,0.0 km,1
3512,T20160023684,143.94066999999998,-38.41932,SURF COAST,PARKERS ROAD,0.10936626213277671 km,2
3513,T20160023685,146.50149,-37.89204,WELLINGTON,DEEP CREEK NO2 TRACK,0.0 km,1
3514,T20160023690,144.11369,-38.29874,SURF COAST,DANGERS ROAD,0.0 km,1
3515,T20160022486,144.95486,-37.02244,MITCHELL,THE BRIDLE TRACK,0.0 km,1
3516,T20160022875,146.39077,-38.0122,BAW BAW,OLD COACH ROAD,0.0 km,1
3517,T20160022878,146.45115,-37.80916,BAW BAW,ONE SPECK TRACK,0.0 km,1
3518,T20160022903,143.79189,-36.57777,LODDON,KINGOWER-KURTING ROAD,0.0 km,1
3519,T20160023323,144.18226,-37.63167,MOORABOOL,BALLAN-EGERTON ROAD,0.0 km,1
3520,T20160023330,144.65255,-36.57495,CAMPASPE,NORTHERN HIGHWAY,0.3489011456649146 km,2
3521,T20160022531,145.96837,-38.28195,BAW BAW,GRAND RIDGE ROAD,0.9506486380498352 km,3
3522,T20160022533,142.42899,-38.3144,MOYNE,CONNS LANE,0.0 km,1
3523,T20160022540,145.934,-38.41146,SOUTH GIPPSLAND,FAIRBANK ROAD,0.0 km,1
3524,T20160022558,145.81623000000002,-36.57895,STRATHBOGIE,ROBINSON ROAD,0.0 km,1
3525,T20160022950,144.23568999999998,-36.6457,BENDIGO,CAMP ROAD,0.0 km,1
3526,T20160022566,143.97664,-37.43649,HEPBURN,BALLARAT-DAYLESFORD ROAD,1.3390285588123985 km,3
3527,T20160022591,146.03793000000002,-37.86799,BAW BAW,TOORONGO VALLEY ROAD,0.0 km,1
3528,T20160022962,147.64345,-37.04035,EAST GIPPSLAND,BENAMBRA ROAD,0.0 km,1
3529,T20160022977,142.00007,-35.143159999999995,MILDURA,MALLEE HIGHWAY,0.009943715398107327 km,2
3530,T20160023006,144.15461000000002,-36.054359999999996,LODDON,LEITCHVILLE-PYRAMID ROAD,0.0 km,1
3531,T20160023827,146.63902,-36.66522,ALPINE,BRUCKNER ROAD,0.0 km,1
3532,T20160021447,147.19029,-37.40632,WELLINGTON,GIBRALTAR RANGE TRACK,0.0 km,1
3533,T20160021854,142.88721,-38.05263,MOYNE,HAMILTON HIGHWAY,0.0 km,1
3534,T20160021856,145.65284,-36.10107,MOIRA,KATAMATITE-SHEPPARTON ROAD,0.0 km,1
3535,T20160022228,144.1315,-36.134890000000006,LODDON,BENDIGO-PYRAMID ROAD,0.0 km,1
3536,T20160022248,145.18894,-37.08854,MITCHELL,UPPER GOULBURN ROAD,0.0 km,1
3537,T20160021454,143.15993999999998,-37.31688,ARARAT,BUANGOR-BEN NEVIS ROAD,0.0 km,1
3538,T20160021464,141.28067,-37.53051,GLENELG,CORNDALE SCHOOL ROAD,0.0 km,1
3539,T20160021031,143.88146,-37.81163,GOLDEN PLAINS,MEREDITH-MT MERCER ROAD,0.0 km,1
3540,T20160021947,145.43184,-35.999190000000006,MOIRA,GOULBURN VALLEY HIGHWAY,0.7264243455969951 km,2
3541,T20160021511,144.6414,-36.73254,BENDIGO,AXEDALE-TOOLLEEN ROAD,0.0 km,1
3542,T20160021515,143.18759,-38.51246,CORANGAMITE,PRINCETOWN ROAD,0.0 km,1
3543,T20160021921,143.74294,-38.622609999999995,COLAC OTWAY,BENWERRIN-MT SABINE ROAD,0.0 km,1
3544,T20160022314,143.67911999999998,-36.79286,CENTRAL GOLDFIELDS,DUNOLLY-MOLIAGUL ROAD,0.0 km,1
3545,T20160022343,145.20381,-36.03502,MOIRA,MURRAY VALLEY HIGHWAY,0.0 km,1
3546,T20160022350,143.99414,-37.40229,HEPBURN,MIDLAND HIGHWAY,0.17535331627432602 km,2
3547,T20160021107,143.75502,-37.83572,GOLDEN PLAINS,COLAC-BALLARAT ROAD,0.0 km,1
3548,T20160021113,140.96649,-35.36241,MILDURA,BORDER ROAD,0.0 km,1
3549,T20160021127,143.30957,-36.53199,NORTHERN GRAMPIANS,CHARLTON-ST ARNAUD ROAD,0.0 km,1
3550,T20160021566,145.72558,-38.59997,BASS COAST,INVERLOCH-KONGWAK ROAD,0.31215666638140527 km,2
3551,T20170012684,142.58448,-38.411970000000004,WARRNAMBOOL,BURKES ROAD,0.5393619917212576 km,2
3552,T20170014646,143.01285,-38.58193,CORANGAMITE,COBDEN-PORT CAMPBELL ROAD,1.0603266923387398 km,4
3553,T20160021597,147.56458,-37.71246,EAST GIPPSLAND,TOWER ROAD,0.0 km,1
3554,T20160024208,143.66671000000002,-37.76298,GOLDEN PLAINS,DERWENT JACKS ROAD,0.0 km,1
3555,T20160025393,141.95893,-36.887840000000004,HORSHAM,NATIMUK-HAMILTON ROAD,0.0 km,1
3556,T20170022707,143.07155,-38.64293,CORANGAMITE,GREAT OCEAN ROAD,0.002062414002391341 km,2
3557,T20170001337,148.96045,-37.591429999999995,EAST GIPPSLAND,PRINCES HIGHWAY EAST,0.0 km,1
3558,T20170002101,144.3593,-37.2673,MACEDON RANGES,SHEPHERDS HILL ROAD,0.0 km,1
3559,T20170001751,144.58203999999998,-38.24682,GEELONG,BELLARINE HIGHWAY,0.0 km,1
3560,T20170002128,144.56795,-36.19896,CAMPASPE,ECHUCA-MITIAMO ROAD,0.0 km,1
3561,T20170000994,143.79163,-38.500640000000004,COLAC OTWAY,DELANEYS ROAD,0.0 km,1
3562,T20170001402,143.50385,-37.29368,PYRENEES,BEAUFORT-LEXTON ROAD,0.0 km,1
3563,T20180005768,146.96229,-38.01732,WELLINGTON,RIVERSDALE ROAD,0.37471106861934744 km,2
3564,T20160028077,143.61269,-35.46703,SWAN HILL,LAKE BOGA-ULTIMA ROAD,0.1580864592306458 km,2
3565,T20170001413,143.82855,-35.81686,GANNAWARRA,BOORT-KERANG ROAD,0.08806474228476942 km,2
3566,T20170001421,147.58395,-35.97761,TOWONG,MURRAY RIVER ROAD,0.0 km,1
3567,T20170002204,142.51913000000002,-37.138870000000004,NORTHERN GRAMPIANS,GRAMPIANS ROAD,0.0 km,1
3568,T20170002218,143.11533,-36.90533,NORTHERN GRAMPIANS,STAWELL-AVOCA ROAD,0.0 km,2
3569,T20170000676,145.3135,-36.425509999999996,SHEPPARTON,PYKE ROAD,0.0 km,2
3570,T20180012341,146.20795,-38.41105,SOUTH GIPPSLAND,BOOLARRA-MIRBOO NORTH ROAD,0.24471830299252484 km,3
3571,T20170001077,141.59734,-36.8847,WEST WIMMERA,WIMMERA HIGHWAY,0.0 km,1
3572,T20170001079,145.88641,-36.52088,BENALLA,BURNESS ROAD,0.0 km,1
3573,T20170001505,144.09202,-36.00145,LODDON,PYRAMID-MINCHA ROAD,0.0 km,1
3574,T20180018835,144.31861999999998,-35.91008,GANNAWARRA,MURRAY VALLEY HIGHWAY,0.7362104869943229 km,2
3575,T20170001551,146.06675,-36.98402,MANSFIELD,LONG LANE,0.0 km,1
3576,T20170001634,141.56784,-38.282920000000004,GLENELG,COCKATOO VALLEY ROAD,0.0 km,1
3577,T20170002001,144.79863999999998,-37.39805,MACEDON RANGES,CHINTIN ROAD,0.0 km,1
3578,T20170000862,145.91386,-37.95772,BAW BAW,TARAGO ROAD,0.0 km,1
3579,T20170000885,145.49976,-36.09924,MOIRA,KATAMATITE-NATHALIA ROAD,0.0 km,1
3580,T20170001678,142.20502,-36.78781,HORSHAM,OLD HAMILTON ROAD,0.0 km,1
3581,T20170001684,144.13708,-35.66857,GANNAWARRA,COUGHLAN TRACK,0.0 km,1
3582,T20180001422,142.0577,-38.15574,MOYNE,HAMILTON-PORT FAIRY ROAD,0.09356367805455494 km,2
3583,T20170000901,144.03701,-35.82529,GANNAWARRA,REAPER LANE,0.0 km,1
3584,T20170000904,144.38042,-36.48718,BENDIGO,ELMORE-RAYWOOD ROAD,0.0 km,3
3585,T20170003301,143.3416,-34.85324,SWAN HILL,KENLEY ROAD,0.9110123578355345 km,3
3586,T20170001702,143.18102,-38.62486,CORANGAMITE,FORDS ROAD,0.0 km,1
3587,T20170001706,143.94738,-37.99343,GOLDEN PLAINS,ROKEWOOD-SHELFORD ROAD,0.0 km,1
3588,T20170002090,146.72456,-36.41744,INDIGO,LADY NEWTON DRIVE,0.0 km,1
3589,T20160027880,143.07044,-34.70754,SWAN HILL,MURRAY VALLEY HIGHWAY,0.0 km,1
3590,T20170000120,146.78871,-36.32082,INDIGO,TWIST CREEK ROAD,0.25788407587871387 km,2
3591,T20170000586,146.84464,-37.7616,WELLINGTON,BEN CRUACHAN CREEK TRACK,0.0 km,1
3592,T20160027930,143.22475,-36.179429999999996,BULOKE,ST ARNAUD-WYCHEPROOF ROAD,0.0 km,1
3593,T20170000610,143.24731,-34.781040000000004,SWAN HILL,MURRAY VALLEY HIGHWAY,0.0 km,1
3594,T20170000614,142.66715,-36.69786,YARRIAMBIACK,FLORENCES ROAD,0.0 km,1
3595,T20160027962,145.2594,-36.467659999999995,SHEPPARTON,BAYUNGA ROAD,0.0 km,1
3596,T20170023908,144.02632,-38.29378,SURF COAST,CAPE OTWAY ROAD,0.5373751281105315 km,2
3597,T20170000640,141.52986,-36.11003,HINDMARSH,YANAC-NETHERBY ROAD,0.0 km,1
3598,T20170024719,143.48201,-38.79997,COLAC OTWAY,,0.9286865773593757 km,4
3599,T20170000668,145.5868,-36.26579,SHEPPARTON,KULL ROAD,0.0 km,1
3600,T20170000250,145.47409,-36.85638,STRATHBOGIE,LONGWOOD-GOBUR ROAD,0.651931718500641 km,2
3601,T20170000255,144.70771000000002,-38.133590000000005,GEELONG,,0.0 km,1
3602,T20170000258,146.46988000000002,-38.27127,LATROBE,HAZELWOOD ROAD,0.0 km,1
3603,T20170000265,143.94748,-37.084740000000004,CENTRAL GOLDFIELDS,PYRENEES HIGHWAY,0.0 km,1
3604,T20170000270,143.57303000000002,-38.52108,COLAC OTWAY,LARDNERS TRACK,0.0 km,1
3605,T20160027156,144.63707,-36.54578,CAMPASPE,NORTHERN HIGHWAY,0.3028316938512663 km,2
3606,T20170000286,147.62255,-37.90125,EAST GIPPSLAND,FORGE CREEK ROAD,0.016428552295330266 km,2
3607,T20160027194,147.49453,-37.985859999999995,EAST GIPPSLAND,AITKENS ROAD,0.0 km,1
3608,T20160028059,145.53156,-36.34745,SHEPPARTON,COSGROVE-LEMNOS ROAD,0.0 km,1
3609,T20160028061,146.19231000000002,-36.98154,MANSFIELD,OLD TOLMIE ROAD,0.0 km,1
3610,T20170014834,143.64123999999998,-38.35267,COLAC OTWAY,OLD YEO ROAD,0.49782812375991065 km,3
3611,T20160027635,145.65735,-36.696220000000004,STRATHBOGIE,HUME FREEWAY,0.1476164073444522 km,2
3612,T20160028075,141.54847,-38.39172,GLENELG,CAPE NELSON ROAD,0.0 km,1
3613,T20180014434,143.63162,-37.680640000000004,GOLDEN PLAINS,GLENELG HIGHWAY,0.9226995367714271 km,3
3614,T20170000321,148.55073000000002,-37.50139,EAST GIPPSLAND,BONANG ROAD,0.0 km,1
3615,T20170000330,142.03359,-34.24908,MILDURA,,0.0 km,1
3616,T20160027241,142.02241,-38.16883,MOYNE,MT MISERY ROAD,0.0 km,1
3617,T20160028112,144.57598000000002,-36.44298,BENDIGO,DRUMMARTIN ROAD,0.0 km,1
3618,T20170000381,143.15812,-36.945570000000004,PYRENEES,STAWELL-AVOCA ROAD,0.0 km,1
3619,T20160027257,144.11514,-35.79397,GANNAWARRA,MURRAY VALLEY HIGHWAY,0.0 km,1
3620,T20160027676,145.88237,-36.45538,BENALLA,MIDLAND HIGHWAY,0.0 km,1
3621,T20160028128,146.14242,-37.34515,MANSFIELD,MANSFIELD-WOODS POINT ROAD,0.07240205031938898 km,2
3622,T20180006591,148.19206,-37.75213,EAST GIPPSLAND,PRINCES HIGHWAY,0.7716202396840995 km,3
3623,T20160027294,144.1328,-38.044979999999995,GOLDEN PLAINS,BANNOCKBURN-SHELFORD ROAD,0.0 km,1
3624,T20160027298,149.18069,-37.47639,EAST GIPPSLAND,MONARO HIGHWAY,0.0 km,1
3625,T20160027734,146.66437,-36.55075,ALPINE,MERRIANG GAP ROAD,0.26412211364759364 km,2
3626,T20160028146,145.65773000000002,-37.0291,MURRINDINDI,GOBUR ROAD,0.0 km,1
3627,T20160028147,141.96863000000002,-36.04596,HINDMARSH,LAKE ROAD,0.0 km,1
3628,T20160027312,149.62587,-37.44777,EAST GIPPSLAND,PRINCES HIGHWAY EAST,0.0 km,1
3629,T20160027316,148.87435,-37.09068,EAST GIPPSLAND,HAYDENS BOG ROAD,0.0 km,1
3630,T20160027317,145.56977,-36.79407,STRATHBOGIE,EUROA-MANSFIELD ROAD,0.0 km,1
3631,T20170000021,147.71958999999998,-37.18734,EAST GIPPSLAND,GREAT ALPINE ROAD,0.0 km,1
3632,T20170000437,143.7454,-37.6798,GOLDEN PLAINS,CAREY ROAD,0.0 km,1
3633,T20170000438,146.01431000000002,-38.09182,BAW BAW,OLD SALE ROAD,0.0 km,1
3634,T20170000029,145.58296,-37.14927,MURRINDINDI,GOULBURN VALLEY HIGHWAY,0.0 km,1
3635,T20170000045,145.84507,-37.218720000000005,MURRINDINDI,SKYLINE ROAD,0.0 km,1
3636,T20170000472,141.95107,-37.92969,SOUTHERN GRAMPIANS,HAMILTON-PORT FAIRY ROAD,0.6919483674665137 km,2
3637,T20160027813,144.82573,-37.07636,MITCHELL,NORTHERN HIGHWAY,0.23888381857613733 km,3
3638,T20170000504,147.17897,-38.027120000000004,WELLINGTON,BENGWORDEN ROAD,0.0 km,1
3639,T20160027399,142.57856,-37.99498,MOYNE,FOUR MILE ROAD,0.0 km,1
3640,T20170000095,148.19201,-37.4533,EAST GIPPSLAND,GELANTIPY ROAD,0.0 km,1
3641,T20170000114,146.58505,-37.605290000000004,WELLINGTON,JAMIESON-LICOLA ROAD,0.0 km,1
3642,T20170010693,146.64487,-38.41597,WELLINGTON,RICES TRACK,0.7282353777336328 km,2
3643,T20170000534,145.64414,-36.88256,STRATHBOGIE,GALLS GAP ROAD,0.0 km,1
3644,T20170011369,142.50894,-37.35671,ARARAT,GRAMPIANS ROAD,0.14420278307490553 km,2
3645,T20170004499,142.52279,-37.962509999999995,MOYNE,HAMILTON HIGHWAY,0.0 km,1
3646,T20170005283,145.90112,-38.259029999999996,BAW BAW,KORUMBURRA-WARRAGUL ROAD,0.0 km,1
3647,T20170004166,147.98927,-36.88227,EAST GIPPSLAND,MISERY TRAIL,0.0 km,1
3648,T20170004564,145.83246,-36.02633,MOIRA,HOWELLS ROAD,0.0 km,1
3649,T20170004972,146.32971,-39.023990000000005,SOUTH GIPPSLAND,WILSONS PROMONTORY ROAD,0.0 km,1
3650,T20170010276,146.2464,-38.359770000000005,LATROBE,DARLIMURLA ROAD,0.018695534857517095 km,2
3651,T20170004591,147.41671000000002,-38.026759999999996,WELLINGTON,WOODPILE ROAD,0.0 km,1
3652,T20170004992,145.95965,-36.33425,BENALLA,BENALLA-YARRAWONGA ROAD,0.0 km,1
3653,T20170007538,146.00949,-37.806329999999996,BAW BAW,TOORONGO ROAD,0.0 km,1
3654,T20170007543,148.09988,-37.83824,EAST GIPPSLAND,RULES ROAD,0.0 km,1
3655,T20170007555,145.99693,-36.90487,MANSFIELD,MIDLAND HIGHWAY,0.0 km,1
3656,T20170007557,143.16123000000002,-35.53772,SWAN HILL,CULGOA-ULTIMA ROAD,0.0 km,1
3657,T20170007950,145.00394,-37.0909,MITCHELL,SEYMOUR-PYALONG ROAD,0.0 km,1
3658,T20170007957,143.85495,-35.768679999999996,GANNAWARRA,HAWTHORNE ROAD,0.0 km,1
3659,T20170007968,143.15765,-36.7067,NORTHERN GRAMPIANS,ARARAT-ST ARNAUD ROAD,0.0 km,1
3660,T20170008345,146.80764,-37.031690000000005,ALPINE,EAST WEST BUFFALO DIVIDE TRACK,0.0 km,1
3661,T20170007585,148.55375,-37.70495,EAST GIPPSLAND,PRINCES HIGHWAY EAST,0.0 km,1
3662,T20180022484,144.48627,-36.6211,BENDIGO,MIDLAND HIGHWAY,0.5963742704707482 km,2
3663,T20170008368,143.4393,-37.08189,PYRENEES,OLD NUMBER TWO CREEK ROAD,0.0 km,1
3664,T20170007240,143.41236,-38.60857,COLAC OTWAY,MOOMOWROONG ROAD,0.0 km,1
3665,T20170007594,144.56693,-37.287459999999996,MACEDON RANGES,BOUNDARY ROAD,0.0 km,1
3666,T20170006101,143.19875,-37.52101,PYRENEES,EURAMBEEN-STREATHAM ROAD,0.0 km,1
3667,T20170006491,142.72295,-38.443709999999996,MOYNE,GREAT OCEAN ROAD,0.0 km,1
3668,T20170005671,144.51896000000002,-36.62706,BENDIGO,GOORNONG-BARNADOWN ROAD,0.0 km,1
3669,T20170005701,146.33268999999999,-36.79112,WANGARATTA,BOGGY CREEK TRACK,0.0 km,1
3670,T20170006149,147.36158,-37.89862,EAST GIPPSLAND,PRINCES HIGHWAY EAST,0.0 km,1
3671,T20170006931,146.16631999999998,-37.53027,MURRINDINDI,BOUNDARY TRACK,0.0 km,1
3672,T20170005704,146.28933999999998,-36.77165,WANGARATTA,UPPER FIFTEEN MILE CREEK ROAD,0.0 km,1
3673,T20170006154,147.13833,-38.18223,WELLINGTON,LONGFORD-LOCH SPORT ROAD,0.0 km,1
3674,T20170006573,143.76432,-37.689440000000005,GOLDEN PLAINS,LUKES ROAD,0.0 km,1
3675,T20180020764,144.22491000000002,-35.760220000000004,GANNAWARRA,RIFLE BUTTS TRACK,0.7026083675845248 km,2
3676,T20170007006,144.24301,-38.032379999999996,GOLDEN PLAINS,STEIGLITZ ROAD,0.0 km,1
3677,T20170006215,147.05768,-36.81282,ALPINE,GREAT ALPINE ROAD,0.0 km,1
3678,T20170006625,145.0039,-37.37335,MITCHELL,ARKELLS LANE,0.4948628610340967 km,2
3679,T20170006626,142.30964,-38.06909,MOYNE,PENSHURST-WARRNAMBOOL ROAD,0.0 km,1
3680,T20170005773,146.98603,-37.04051,ALPINE,MT MURRAY TRACK,0.0 km,1
3681,T20170006648,144.58445,-36.56,BENDIGO,ELMORE-BARNADOWN ROAD,0.0 km,1
3682,T20170005389,147.09322,-37.785379999999996,WELLINGTON,SOUNDING GAP ROAD,0.0 km,1
3683,T20170005406,147.01351,-36.111129999999996,WODONGA,BONEGILLA ROAD,0.37501101082320965 km,2
3684,T20170006258,143.22905,-37.16829,ARARAT,LANDSBOROUGH-ELMHURST ROAD,0.0 km,1
3685,T20170006276,147.53564,-36.17647,TOWONG,MURRAY VALLEY HIGHWAY,0.6070482241760754 km,3
3686,T20170005416,146.76361,-36.28901,INDIGO,BEECHWORTH-WODONGA ROAD,0.0 km,1
3687,T20170005478,143.97555,-37.0467,CENTRAL GOLDFIELDS,JOYCES CREEK-BARINGHUP ROAD,0.0 km,1
3688,T20170006767,143.78445,-38.53499,COLAC OTWAY,HAYDEN ROAD,0.0 km,1
3689,T20170005939,144.27788,-37.8737,GEELONG,GRANITE ROAD,0.0 km,1
3690,T20170005571,141.90194,-36.758559999999996,HORSHAM,WIMMERA HIGHWAY,0.0 km,1
3691,T20170005946,143.3802,-37.448809999999995,PYRENEES,SKIPTON ROAD,0.0 km,1
3692,T20170005947,147.84056999999999,-37.49718,EAST GIPPSLAND,GREAT ALPINE ROAD,0.0 km,1
3693,T20170005953,144.62921,-36.12948,CAMPASPE,MOUNT TERRICK ROAD,0.020207425848477296 km,2
3694,T20170005979,146.00077,-36.46731,BENALLA,BENALLA-YARRAWONGA ROAD,0.0 km,1
3695,T20170006415,148.75808999999998,-37.45639,EAST GIPPSLAND,BIG RIVER TRACK,0.0 km,1
3696,T20170006819,147.58963,-36.932179999999995,EAST GIPPSLAND,KNOCKER TRACK,0.0 km,1
3697,T20170006003,145.96017,-37.407540000000004,MURRINDINDI,CONN GAP ROAD,0.0 km,1
3698,T20170006433,142.74312,-36.07113,BULOKE,MORTON PLAINS ROAD,0.0 km,1
3699,T20160024445,146.0052,-36.854440000000004,BENALLA,LAKE NILLAHCOOTIE ROAD,0.1398876785618663 km,2
3700,T20180015362,142.24898000000002,-36.723729999999996,HORSHAM,HORSHAM-LUBECK ROAD,0.8298867250555532 km,3
3701,T20170011991,146.91749,-38.031420000000004,WELLINGTON,SALE-HEYFIELD ROAD,0.08944662504113594 km,2
3702,T20170006014,143.20062,-37.6517,PYRENEES,CARNGHAM-STREATHAM ROAD,0.0 km,1
3703,T20170006035,146.6841,-37.22602,WELLINGTON,BUTCHER COUNTRY TRACK,0.0 km,1
3704,T20170006475,143.57195,-36.18181,LODDON,WYCHITELLA-QUAMBATOOK ROAD,0.0 km,1
3705,T20170005647,146.5348,-37.75247,WELLINGTON,DONNELLYS CREEK ROAD,0.0 km,1
3706,T20170003842,143.41978,-38.75632,COLAC OTWAY,GREAT OCEAN ROAD,0.0 km,1
3707,T20170004237,146.88942,-36.31051,INDIGO,RACECOURSE ROAD,0.0 km,1
3708,T20170005022,144.99595,-37.16325,MITCHELL,BROADFORD-GLENAROUA ROAD,0.5867411280838277 km,4
3709,T20170005032,142.0831,-36.66067,HORSHAM,POLKEMMET ROAD,0.0 km,1
3710,T20170004248,143.15325,-37.5733,ARARAT,EURAMBEEN-STREATHAM ROAD,0.0 km,1
3711,T20170004635,145.1317,-36.09028,MOIRA,GRIFFITHS LANE,0.0 km,1
3712,T20170004655,145.72628,-36.60821,STRATHBOGIE,DOOKIE-VIOLET TOWN ROAD,0.6403848074481477 km,2
3713,T20170003901,144.18534,-37.04262,MOUNT ALEXANDER,MUCKLEFORD-CASTLEMAINE ROAD,0.0 km,1
3714,T20170003912,145.66843,-37.34421,MURRINDINDI,CONNELLYS CREEK ROAD,0.0 km,1
3715,T20170004282,146.74517,-38.23799,WELLINGTON,OAKS ROAD,0.0 km,1
3716,T20170004662,147.32453,-37.77175,EAST GIPPSLAND,DARGO ROAD,0.0 km,1
3717,T20170004297,145.48993000000002,-37.28737,MURRINDINDI,MURRINDINDI ROAD,0.0 km,1
3718,T20170005096,143.19961,-36.69976,NORTHERN GRAMPIANS,OLD SANDY CREEK ROAD,0.0 km,1
3719,T20170005112,143.04713,-35.73746,BULOKE,WATCHUPGA ROAD,0.0 km,1
3720,T20170003986,143.10805,-38.208870000000005,CORANGAMITE,PRINCES HIGHWAY WEST,0.0 km,1
3721,T20160025107,144.91952,-37.41476,MITCHELL,STOCKDALE ROAD,0.343262429666627 km,2
3722,T20170018773,145.99545,-36.0658,MOIRA,BENALLA-YARRAWONGA ROAD,0.5059376309450991 km,2
3723,T20180011307,147.28855,-36.470859999999995,TOWONG,OMEO HIGHWAY,0.4373425385747717 km,2
3724,T20170004412,142.01546000000002,-37.679109999999994,SOUTHERN GRAMPIANS,CLEARYS ROAD,0.0 km,1
3725,T20170004060,148.4334,-37.56362,EAST GIPPSLAND,YALMY ROAD,0.0 km,1
3726,T20170005198,147.7016,-36.75854,EAST GIPPSLAND,BENAMBRA-CORRYONG ROAD,0.0 km,1
3727,T20170005202,148.69534,-37.30969,EAST GIPPSLAND,BONANG ROAD,0.0 km,1
3728,T20170005210,145.80183,-37.950790000000005,BAW BAW,GENTLE ANNIE TRACK,0.6688184758430991 km,2
3729,T20170004089,141.25248,-38.13563,GLENELG,BROWNS ROAD,0.0 km,1
3730,T20170012518,145.0319,-36.52052,CAMPASPE,MCEWEN ROAD,0.04725791058369276 km,2
3731,T20170003331,143.28391000000002,-38.44802,COLAC OTWAY,TIMBOON-COLAC ROAD,0.40823568538456506 km,2
3732,T20170003709,144.10529,-35.77706,GANNAWARRA,SCHWENCKES ROAD,0.0 km,1
